210b09fa4c68415f55b0eb2d2d14084a27115930,DELETE,regular-file,HW1/P4/source.csv,2836697,
3d6e503038544999ce998bbe45d0f9259838071f,DELETE,regular-file,HW1/P6/shakespeare.txt,5589889,
